"AA9_1"	"AA9_2"	"AA9_3"	"DMSO_1"	"DMSO_2"	"DMSO_3"
"ENSG00000274587"	0	0	0	0	0	0
"ENSG00000277190"	0	0	0	0	0	0
"ENSG00000274345"	0	0	0	0	0	0
"ENSG00000277080"	0	0	0	0	0	0
"ENSG00000278437"	0	0	0	0	0	0
"ENSG00000275299"	0	0	0	0	0	0
"ENSG00000240042"	0	0	0	0	0	0
"ENSG00000275463"	0	0	0	0	0	0
"ENSG00000277989"	0	0	0	0	0	0
"ENSG00000275841"	0	0	0	0	0	0
"ENSG00000277961"	0	0	0	0	0	0
"ENSG00000275951"	0	0	0	0	0	0
"ENSG00000278402"	0	0	0	0	0	0
"ENSG00000274113"	0	0	0	0	0	0
"ENSG00000275893"	0	0	0	0	0	0
"ENSG00000276466"	0	0	0	0	0	0
"ENSG00000274785"	0	0	0	0	0	0
"ENSG00000277092"	0	0	0	0	0	0
"ENSG00000276053"	0	0	0	0	0	0
"ENSG00000276551"	0	0	0	0	0	0
"ENSG00000275650"	0	0	0	0	0	0
"ENSG00000275137"	0	0	0	0	0	0
"ENSG00000274045"	0	0	0	0	0	0
"ENSG00000275797"	0	0	0	0	0	0
"ENSG00000275470"	0	0	0	0	0	0
"ENSG00000276681"	0	0	0	0	0	0
"ENSG00000273574"	0	0	0	0	0	0
"ENSG00000278444"	0	0	0	0	0	0
"ENSG00000277335"	0	0	0	0	0	0
"ENSG00000274968"	0	0	0	0	0	0
"ENSG00000275918"	0	0	0	0	0	0
"ENSG00000276983"	0	0	0	0	0	0
"ENSG00000275290"	0	0	0	0	0	0
"ENSG00000275525"	0	0	0	0	0	0
"ENSG00000275440"	0	0	0	0	0	0
"ENSG00000278826"	0	0	0	0	0	0
"ENSG00000274564"	0	0	0	0	0	0
"ENSG00000277134"	0	0	0	0	0	0
"ENSG00000275274"	0	0	0	0	0	0
"ENSG00000277857"	0	0	0	0	0	0
"ENSG00000274035"	0	0	0	0	0	0
"ENSG00000274435"	0	0	0	0	0	0
"ENSG00000277280"	0	0	0	0	0	0
"ENSG00000277898"	0	0	0	0	0	0
"ENSG00000273871"	0	0	0	0	0	0
"ENSG00000275730"	0	0	0	0	0	0
"ENSG00000275984"	0	0	0	0	0	0
"ENSG00000274881"	0	0	0	0	0	0
"ENSG00000274517"	0	0	0	0	0	0
"ENSG00000273638"	0	0	0	0	0	0
"ENSG00000273864"	0	0	0	0	0	0
"ENSG00000276196"	0	0	0	0	0	0
"ENSG00000274410"	0	0	0	0	0	0
"ENSG00000276503"	0	0	0	0	0	0
"ENSG00000278503"	0	0	0	0	0	0
"ENSG00000274036"	0	0	0	0	0	0
"ENSG00000276041"	0	0	0	0	0	0
"ENSG00000274232"	0	0	0	0	0	0
"ENSG00000273931"	0	0	0	0	0	0
"ENSG00000277181"	0	0	0	0	0	0
"ENSG00000273938"	0	0	0	0	0	0
"ENSG00000274580"	0	0	0	0	0	0
"ENSG00000275156"	0	0	0	0	0	0
"ENSG00000274571"	0	0	0	0	0	0
"ENSG00000273992"	0	0	0	0	0	0
"ENSG00000277439"	0	0	0	0	0	0
"ENSG00000274413"	0	0	0	0	0	0
"ENSG00000276684"	0	0	0	0	0	0
"ENSG00000275531"	0	0	0	0	0	0
"ENSG00000262767"	0	0	0	0	0	0
"ENSG00000276295"	0	0	0	0	0	0
"ENSG00000262994"	0	0	0	0	0	0
"ENSG00000262469"	0	0	0	0	0	0
"ENSG00000262826"	0	0	0	0	0	0
"ENSG00000263130"	0	0	0	0	0	0
"ENSG00000263275"	0	0	0	0	0	0
"ENSG00000269823"	0	0	0	0	0	0
"ENSG00000263163"	0	0	0	0	0	0
"ENSG00000262710"	0	0	0	0	0	0
"ENSG00000262299"	0	0	0	0	0	0
"ENSG00000261992"	0	0	0	0	0	0
"ENSG00000262025"	0	0	0	0	0	0
"ENSG00000262734"	0	0	0	0	0	0
"ENSG00000261905"	0	0	0	0	0	0
"ENSG00000263231"	0	0	0	0	0	0
"ENSG00000263037"	0	0	0	0	0	0
"ENSG00000262446"	0	0	0	0	0	0
"ENSG00000262403"	0	0	0	0	0	0
"ENSG00000262666"	0	0	0	0	0	0
"ENSG00000263290"	0	0	0	0	0	0
"ENSG00000261893"	0	0	0	0	0	0
"ENSG00000263324"	0	0	0	0	0	0
"ENSG00000262785"	0	0	0	0	0	0
"ENSG00000263014"	0	0	0	0	0	0
"ENSG00000262375"	0	0	0	0	0	0
"ENSG00000262418"	0	0	0	0	0	0
"ENSG00000262237"	0	0	0	0	0	0
"ENSG00000262210"	0	0	0	0	0	0
"ENSG00000276560"	13	15	25	11	7	12
"ENSG00000277905"	0	0	0	0	2	0
"ENSG00000275028"	0	0	0	4	0	2
"ENSG00000275983"	0	0	0	0	0	0
"ENSG00000275032"	0	1	0	0	0	2
"ENSG00000275913"	0	0	0	0	0	0
"ENSG00000275357"	0	0	0	0	0	0
"ENSG00000278225"	0	0	0	0	0	0
"ENSG00000276585"	0	0	0	0	0	4
"ENSG00000278286"	0	0	0	0	0	0
"ENSG00000277432"	0	0	0	0	0	0
"ENSG00000275435"	0	0	0	0	0	0
"ENSG00000271254"	1821	1203	1841	1476	1165	1344
"ENSG00000275405"	69	32	23	3	43	32
"ENSG00000275987"	7	10	18	20	15	17
"ENSG00000277475"	43	30	46	47	62	30
"ENSG00000268674"	0	0	0	1	2	0
"ENSG00000278033"	0	0	0	0	0	0
"ENSG00000275705"	0	0	0	0	0	0
"ENSG00000277279"	0	0	0	0	0	0
"ENSG00000274870"	0	0	0	0	0	0
"ENSG00000278689"	0	0	0	0	0	0
"ENSG00000275244"	0	0	0	0	0	0
"ENSG00000276821"	0	0	0	0	0	0
"ENSG00000278377"	0	0	0	0	0	0
"ENSG00000273827"	0	0	0	0	0	0
"ENSG00000276429"	0	0	0	0	0	0
"ENSG00000273494"	0	0	0	0	0	0
"ENSG00000273529"	0	0	0	0	0	0
"ENSG00000273936"	0	0	0	0	0	0
"ENSG00000275125"	0	0	0	0	0	0
"ENSG00000277131"	0	0	0	0	0	0
"ENSG00000275571"	0	0	0	0	0	0
"ENSG00000277580"	0	0	0	0	0	0
"ENSG00000276725"	0	0	0	0	0	0
"ENSG00000276111"	0	0	0	0	0	0
"ENSG00000275817"	0	0	0	0	0	0
"ENSG00000275199"	0	0	0	0	0	0
"ENSG00000273990"	0	0	0	0	0	0
"ENSG00000273757"	0	0	0	0	0	0
"ENSG00000274936"	0	0	0	0	0	0
"ENSG00000274574"	0	0	0	0	0	0
"ENSG00000275974"	0	0	0	0	0	0
"ENSG00000276816"	0	0	0	0	0	0
"ENSG00000274109"	0	0	0	0	0	0
"ENSG00000276299"	0	0	0	0	0	0
"ENSG00000273865"	0	0	0	0	0	0
"ENSG00000276420"	0	0	0	0	0	0
"ENSG00000274107"	0	0	0	0	0	0
"ENSG00000277853"	0	0	0	0	0	0
"ENSG00000252239"	0	0	0	0	0	0
"ENSG00000278021"	0	0	0	0	0	0
"ENSG00000276370"	0	0	0	0	0	0
"ENSG00000275617"	0	0	0	0	0	0
"ENSG00000278659"	0	0	0	0	0	0
"ENSG00000273508"	0	0	0	0	0	0
"ENSG00000275754"	0	0	0	0	0	0
"ENSG00000277113"	0	0	0	0	0	0
"ENSG00000275102"	0	0	0	0	0	0
"ENSG00000184731"	0	0	4	2	4	0
"ENSG00000227061"	0	0	0	0	0	0
"ENSG00000035115"	418	267	386	436	386	326
"ENSG00000143727"	4007	2487	4139	3194	2929	2986
"ENSG00000189292"	6	2	3	5	1	5
"ENSG00000228643"	0	0	1	5	0	0
"ENSG00000235779"	0	0	0	0	2	0
"ENSG00000277997"	0	0	0	0	0	0
"ENSG00000233684"	2	0	2	4	0	0
"ENSG00000236856"	0	0	0	0	0	0
"ENSG00000226277"	0	0	0	0	0	0
"ENSG00000223985"	0	0	0	0	0	0
"ENSG00000225942"	0	0	0	0	0	0
"ENSG00000233633"	0	0	0	0	0	0
"ENSG00000151353"	1744	1202	1931	1484	1563	1524
"ENSG00000233296"	16	18	16	28	20	24
"ENSG00000280360"	0	0	2	0	4	0
"ENSG00000233970"	19	23	22	41	37	53
"ENSG00000227713"	0	0	0	0	0	0
"ENSG00000272342"	0	0	0	0	0	2
"ENSG00000231173"	0	4	3	3	4	0
"ENSG00000223751"	15	7	18	14	16	13
"ENSG00000237667"	0	2	0	0	0	0
"ENSG00000228799"	0	2	2	0	0	2
"ENSG00000234796"	0	0	0	3	0	2
"ENSG00000235688"	32	21	20	46	12	23
"ENSG00000172554"	6	6	13	6	7	6
"ENSG00000235403"	6	2	0	4	2	2
"ENSG00000236665"	1	0	2	5	1	0
"ENSG00000233553"	0	0	0	0	0	0
"ENSG00000115705"	0	0	0	6	2	2
"ENSG00000228613"	0	0	0	0	0	0
"ENSG00000231482"	0	0	0	0	0	0
"ENSG00000203635"	0	0	0	0	0	0
"ENSG00000130508"	0	0	0	1	4	0
"ENSG00000186487"	0	0	0	0	0	0
"ENSG00000232057"	0	0	0	0	0	0
"ENSG00000225619"	0	0	0	0	0	0
"ENSG00000234929"	0	0	0	0	0	0
"ENSG00000227364"	0	0	0	0	0	0
"ENSG00000237720"	0	0	0	0	0	0
"ENSG00000228391"	0	0	0	0	0	0
"ENSG00000234423"	0	0	1	0	0	5
"ENSG00000263570"	0	0	0	0	0	0
"ENSG00000236760"	7	6	8	0	10	2
"ENSG00000226649"	8	10	9	10	9	13
"ENSG00000032389"	1734	1131	1838	1491	1334	1403
"ENSG00000224885"	6	1	11	0	2	3
"ENSG00000171853"	2907	2169	3212	2808	2344	2495
"ENSG00000225234"	20	24	44	27	20	14
"ENSG00000271868"	2	0	8	1	3	2
"ENSG00000182551"	3293	2269	3485	3100	2791	3125
"ENSG00000235078"	18	4	20	31	30	26
"ENSG00000242282"	131	94	138	148	126	145
"ENSG00000255767"	0	0	0	0	0	0
"ENSG00000171865"	1247	840	1427	1087	1007	984
"ENSG00000234171"	784	467	989	744	684	696
"ENSG00000171863"	4863	3091	5227	4069	3676	4034
"ENSG00000118004"	30	19	43	50	27	44
"ENSG00000237370"	0	0	0	0	0	0
"ENSG00000188765"	5	6	12	12	6	13
"ENSG00000151360"	0	0	0	0	0	0
"ENSG00000232718"	0	2	0	0	0	0
"ENSG00000224661"	0	0	0	0	0	0
"ENSG00000214866"	0	0	0	0	0	0
"ENSG00000227363"	0	0	0	0	0	0
"ENSG00000237401"	0	0	0	0	0	0
"ENSG00000229550"	0	0	0	0	0	0
"ENSG00000215960"	0	0	0	0	0	0
"ENSG00000231821"	4	1	0	0	0	1
"ENSG00000231532"	0	0	0	0	0	0
"ENSG00000252238"	0	0	0	0	0	0
"ENSG00000207192"	0	0	0	0	0	0
"ENSG00000273867"	0	0	0	0	0	0
"ENSG00000228585"	0	0	0	0	0	0
"ENSG00000232835"	0	0	0	0	0	0
"ENSG00000224128"	0	0	0	0	0	0
"ENSG00000230090"	0	0	0	0	0	0
"ENSG00000176887"	0	0	0	0	0	0
"ENSG00000242540"	0	0	0	0	0	0
"ENSG00000236106"	0	0	0	0	0	0
"ENSG00000237266"	0	0	0	0	0	0
"ENSG00000232044"	0	0	0	0	0	0
"ENSG00000276733"	0	0	0	0	0	0
"ENSG00000234275"	0	0	0	0	0	0
"ENSG00000227007"	0	0	0	0	0	0
"ENSG00000231610"	93	56	89	84	91	64
"ENSG00000226488"	0	0	0	0	0	0
"ENSG00000236172"	0	0	0	0	0	0
"ENSG00000205837"	0	0	0	0	0	0
"ENSG00000225964"	0	0	0	0	0	0
"ENSG00000134326"	0	0	0	0	0	0
"ENSG00000220999"	0	0	0	0	0	0
"ENSG00000134321"	0	0	0	0	0	0
"ENSG00000271947"	0	0	0	0	0	0
"ENSG00000228203"	0	0	0	0	0	0
"ENSG00000151692"	0	0	0	2	0	0
"ENSG00000223884"	0	0	0	0	0	0
"ENSG00000223145"	0	0	0	0	0	0
"ENSG00000272002"	0	0	0	0	0	0
"ENSG00000213774"	631	429	773	607	643	610
"ENSG00000229727"	0	0	0	0	0	0
"ENSG00000221255"	0	0	0	0	0	0
"ENSG00000230515"	0	0	0	0	0	0
"ENSG00000235576"	0	0	0	0	0	0
"ENSG00000232979"	0	0	0	0	0	0
"ENSG00000229405"	0	0	0	0	0	0
"ENSG00000226506"	0	0	0	0	0	0
"ENSG00000235665"	0	0	0	0	0	0
"ENSG00000236790"	0	0	0	0	0	0
"ENSG00000229740"	0	0	0	0	0	0
"ENSG00000231435"	0	0	0	0	0	0
"ENSG00000236008"	0	0	0	0	0	0
"ENSG00000231083"	0	0	0	0	0	0
"ENSG00000225642"	0	4	1	2	9	5
"ENSG00000235092"	90	62	118	64	81	94
"ENSG00000115738"	417	265	374	297	299	339
"ENSG00000260837"	16	7	12	15	23	18
"ENSG00000134313"	6964	4495	7024	5827	5344	5538
"ENSG00000143797"	4173	2756	4498	4325	4115	4190
"ENSG00000230886"	0	0	0	0	0	0
"ENSG00000223640"	1009	536	875	711	668	713
"ENSG00000242136"	5	1	21	9	3	3
"ENSG00000261104"	2	0	0	0	2	2
"ENSG00000244310"	0	0	4	0	0	4
"ENSG00000240980"	0	0	0	0	0	0
"ENSG00000151693"	2073	1398	2292	1964	1750	2020
"ENSG00000213772"	1620	927	1650	1075	870	901
"ENSG00000119185"	2613	1710	2656	2387	2219	2455
"ENSG00000119203"	2569	1667	2673	2195	1916	2111
"ENSG00000134330"	654	430	708	552	524	507
"ENSG00000151694"	3287	2129	3411	2842	2781	2619
"ENSG00000239300"	16	24	28	27	21	50
"ENSG00000271855"	71	50	70	85	65	77
"ENSG00000134308"	18981	13339	21612	22088	21180	21871
"ENSG00000207086"	1	0	0	0	2	2
"ENSG00000240687"	8	2	12	13	6	18
"ENSG00000244260"	0	0	0	0	0	0
"ENSG00000200034"	0	0	0	0	0	0
"ENSG00000240960"	0	0	0	0	0	0
"ENSG00000243491"	2	0	0	0	0	0
"ENSG00000115750"	1298	827	1341	1157	992	1092
"ENSG00000269973"	363	254	460	402	354	345
"ENSG00000134317"	327	221	406	306	273	293
"ENSG00000188525"	0	0	0	0	0	0
"ENSG00000260476"	0	0	0	0	0	0
"ENSG00000260077"	405	234	427	293	257	310
"ENSG00000172059"	1932	1130	1958	1445	1222	1245
"ENSG00000271787"	1	0	0	0	0	0
"ENSG00000205795"	153	83	178	228	190	156
"ENSG00000233502"	0	0	2	5	4	4
"ENSG00000212558"	0	0	0	0	0	0
"ENSG00000272524"	8	10	13	23	25	18
"ENSG00000171848"	7928	6381	9336	9528	9941	10329
"ENSG00000163009"	53	67	100	123	112	130
"ENSG00000206647"	9	4	8	8	6	5
"ENSG00000265418"	2	8	2	4	4	7
"ENSG00000264030"	0	0	0	0	0	0
"ENSG00000206898"	0	0	0	8	0	2
"ENSG00000115756"	6325	4587	7041	7792	7103	7442
"ENSG00000115758"	9070	6056	10021	5849	5386	5902
"ENSG00000206633"	9	14	13	12	9	8
"ENSG00000257135"	164	74	149	128	94	71
"ENSG00000217258"	18	11	21	18	13	10
"ENSG00000115761"	1338	876	1414	1073	877	951
"ENSG00000234818"	0	2	2	4	9	5
"ENSG00000243819"	96	46	71	111	82	103
"ENSG00000277446"	0	0	0	0	0	0
"ENSG00000236162"	0	0	0	0	0	0
"ENSG00000143882"	87	34	75	61	60	47
"ENSG00000239053"	0	0	0	0	0	0
"ENSG00000272275"	10	2	9	6	3	4
"ENSG00000143870"	6182	4442	6942	6643	6615	6669
"ENSG00000238962"	0	0	0	0	0	0
"ENSG00000232056"	0	0	0	0	0	0
"ENSG00000270488"	0	0	0	0	0	0
"ENSG00000271952"	0	0	0	0	0	0
"ENSG00000162975"	26	6	20	48	25	39
"ENSG00000226080"	2	0	2	2	4	6
"ENSG00000145063"	2	4	6	2	5	4
"ENSG00000150873"	6	14	7	14	23	8
"ENSG00000162976"	958	615	1081	914	915	909
"ENSG00000134318"	7405	4765	7534	6182	5748	5827
"ENSG00000207267"	0	0	0	0	0	0
"ENSG00000230154"	203	181	248	228	193	223
"ENSG00000226961"	0	0	0	0	1	0
"ENSG00000230952"	0	0	0	0	0	0
"ENSG00000231403"	0	2	0	2	0	0
"ENSG00000224177"	0	0	0	0	0	0
"ENSG00000169016"	1733	1086	1789	1300	1183	1257
"ENSG00000201610"	0	0	0	0	0	0
"ENSG00000196208"	402	184	317	183	198	231
"ENSG00000264010"	0	0	0	0	0	0
"ENSG00000251718"	0	0	0	2	0	0
"ENSG00000202248"	0	0	0	0	0	0
"ENSG00000239899"	6	2	2	4	4	0
"ENSG00000265583"	0	0	0	0	0	2
"ENSG00000169006"	0	0	0	0	0	0
"ENSG00000230044"	0	0	0	0	0	0
"ENSG00000276411"	0	0	0	0	0	0
"ENSG00000134324"	13054	8945	13609	11695	11776	11359
"ENSG00000228496"	4	0	0	6	0	2
"ENSG00000203643"	0	0	0	0	0	0
"ENSG00000230790"	33	13	29	19	21	23
"ENSG00000265056"	6	0	4	0	2	4
"ENSG00000265172"	0	0	0	0	0	0
"ENSG00000224184"	0	0	1	1	0	1
"ENSG00000238503"	0	0	0	0	0	0
"ENSG00000264089"	0	0	0	0	0	0
"ENSG00000207183"	0	0	0	0	0	0
"ENSG00000223360"	0	0	0	0	0	0
"ENSG00000261117"	0	0	0	0	0	0
"ENSG00000071575"	8	2	18	6	16	16
"ENSG00000264370"	0	0	0	0	0	0
"ENSG00000225649"	1	0	2	10	8	3
"ENSG00000229370"	2	0	0	0	0	0
"ENSG00000230448"	0	0	0	0	0	0
"ENSG00000227718"	2	0	0	0	0	0
"ENSG00000277503"	0	0	0	0	0	0
"ENSG00000251859"	0	0	0	0	0	0
"ENSG00000237261"	0	0	0	0	0	0
"ENSG00000228505"	0	0	0	0	0	0
"ENSG00000162981"	0	0	0	1	0	0
"ENSG00000235127"	0	0	0	0	0	0
"ENSG00000151779"	2597	1699	2766	2419	2457	2239
"ENSG00000229087"	0	0	0	0	0	0
"ENSG00000234022"	2	0	2	0	5	0
"ENSG00000079785"	3076	1919	3298	2254	2202	2394
"ENSG00000224194"	1	0	0	0	0	0
"ENSG00000231031"	0	0	0	0	0	0
"ENSG00000237326"	0	0	0	0	0	0
"ENSG00000202160"	0	0	0	0	0	0
"ENSG00000214657"	0	0	0	0	0	0
"ENSG00000238371"	0	0	0	0	0	0
"ENSG00000223850"	0	0	0	0	0	0
"ENSG00000233718"	0	0	0	0	0	0
"ENSG00000134323"	0	0	0	0	0	0
"ENSG00000243541"	0	0	0	0	0	0
"ENSG00000226764"	0	0	0	0	0	0
"ENSG00000236289"	0	0	0	0	0	0
"ENSG00000236989"	0	0	0	0	0	0
"ENSG00000271315"	0	0	0	0	0	0
"ENSG00000251704"	0	0	0	0	0	0
"ENSG00000226041"	0	0	0	0	0	0
"ENSG00000228876"	0	0	0	0	0	0
"ENSG00000231266"	0	0	0	0	0	0
"ENSG00000232444"	0	0	0	0	0	0
"ENSG00000224400"	0	0	0	0	0	0
"ENSG00000237633"	0	0	0	0	0	0
"ENSG00000279663"	0	0	0	0	0	0
"ENSG00000197872"	0	0	0	0	2	0
"ENSG00000223536"	0	0	0	0	0	0
"ENSG00000224604"	0	0	0	0	0	0
"ENSG00000237670"	0	0	0	0	0	0
"ENSG00000222842"	0	0	0	0	0	0
"ENSG00000214843"	14	16	18	14	6	18
"ENSG00000236348"	1	3	6	0	2	7
"ENSG00000214842"	0	0	0	0	0	0
"ENSG00000163032"	2	8	4	3	2	8
"ENSG00000163029"	4026	2664	4152	3114	3077	3195
"ENSG00000178295"	2738	2052	3010	2789	2863	3019
"ENSG00000151379"	0	0	0	0	0	0
"ENSG00000170745"	2	0	0	2	0	0
"ENSG00000212455"	0	0	0	0	0	0
"ENSG00000260331"	0	0	1	6	4	2
"ENSG00000240857"	689	543	824	611	496	585
"ENSG00000250741"	0	0	0	0	0	0
"ENSG00000185013"	10	4	6	0	2	4
"ENSG00000207170"	2	0	0	0	0	0
"ENSG00000224626"	0	0	0	0	0	0
"ENSG00000236204"	139	87	131	107	132	153
"ENSG00000266738"	0	0	0	0	0	0
"ENSG00000143867"	16	18	17	22	24	9
"ENSG00000234597"	0	0	0	0	0	0
"ENSG00000237992"	0	0	0	0	0	0
"ENSG00000235911"	0	0	0	0	0	0
"ENSG00000213403"	350	240	372	236	240	287
"ENSG00000228784"	2	2	8	3	2	8
"ENSG00000183891"	494	357	510	552	480	521
"ENSG00000271991"	16	10	10	22	12	16
"ENSG00000118965"	2302	1421	2439	2005	1718	1773
"ENSG00000227210"	27	15	46	33	15	22
"ENSG00000132031"	89	31	106	65	63	55
"ENSG00000068697"	2569	1767	2971	2736	2612	2547
"ENSG00000223734"	0	6	2	4	8	2
"ENSG00000234378"	0	0	0	0	0	0
"ENSG00000213729"	0	0	2	0	0	4
"ENSG00000266059"	0	0	0	0	0	0
"ENSG00000200763"	0	0	0	0	0	0
"ENSG00000115884"	1326	1086	1674	1738	1737	1820
"ENSG00000235411"	1983	1193	2018	1398	1278	1496
"ENSG00000238735"	0	0	1	0	6	0
"ENSG00000055917"	7229	4557	7628	6691	6191	6365
"ENSG00000232800"	0	0	0	1	0	0
"ENSG00000212171"	0	0	0	0	0	0
"ENSG00000143878"	8326	4365	8290	2867	2281	2615
"ENSG00000228950"	0	0	0	0	0	2
"ENSG00000200829"	0	0	0	0	0	0
"ENSG00000227047"	0	0	0	0	0	0
"ENSG00000279307"	1011	639	1059	663	628	589
"ENSG00000118960"	2239	1459	2256	1835	1596	1640
"ENSG00000269976"	2	2	0	0	0	0
"ENSG00000231948"	2	3	2	3	2	0
"ENSG00000233416"	2	5	2	0	3	0
"ENSG00000143869"	0	0	0	4	0	2
"ENSG00000260396"	9	6	6	4	4	9
"ENSG00000270100"	0	0	0	0	0	0
"ENSG00000118961"	1514	1003	1826	1471	1206	1366
"ENSG00000236436"	0	0	0	0	0	0
"ENSG00000261012"	0	0	0	0	0	0
"ENSG00000084674"	0	0	0	0	0	1
"ENSG00000280390"	0	0	0	0	0	0
"ENSG00000218819"	0	0	0	0	0	0
"ENSG00000271629"	0	0	0	0	0	0
"ENSG00000233005"	2	0	0	0	0	0
"ENSG00000231204"	0	0	0	0	0	0
"ENSG00000270654"	0	0	0	0	0	0
"ENSG00000235537"	0	0	0	0	0	0
"ENSG00000228538"	0	0	0	0	0	0
"ENSG00000229621"	0	0	2	0	0	0
"ENSG00000264192"	0	0	0	0	0	0
"ENSG00000231200"	0	0	0	0	0	0
"ENSG00000228999"	0	0	0	0	0	0
"ENSG00000223691"	0	0	0	0	0	0
"ENSG00000277951"	0	0	0	0	0	0
"ENSG00000234189"	0	0	0	0	0	0
"ENSG00000206882"	0	0	0	0	0	0
"ENSG00000234207"	0	0	0	0	0	0
"ENSG00000233587"	0	0	0	0	0	0
"ENSG00000222616"	0	0	0	0	0	0
"ENSG00000232451"	0	0	0	0	0	0
"ENSG00000223530"	0	0	0	0	0	0
"ENSG00000233714"	2	0	1	0	2	0
"ENSG00000223634"	0	0	1	0	2	1
"ENSG00000235497"	8	4	4	8	4	4
"ENSG00000119771"	2257	1321	2300	1639	1374	1459
"ENSG00000224361"	0	4	4	4	4	6
"ENSG00000279526"	0	7	0	4	0	0
"ENSG00000119778"	1457	953	1492	1277	1111	1163
"ENSG00000224464"	0	6	2	2	0	0
"ENSG00000238111"	0	0	0	0	0	0
"ENSG00000173960"	2838	1945	3163	2537	2467	2401
"ENSG00000234946"	7	2	2	1	4	11
"ENSG00000243847"	2	0	4	2	2	0
"ENSG00000205639"	62	36	87	82	61	57
"ENSG00000163026"	1612	1050	1743	1311	1322	1196
"ENSG00000222940"	0	0	0	0	0	0
"ENSG00000119782"	80	48	77	99	99	87
"ENSG00000115128"	2811	1785	2961	2238	2117	2113
"ENSG00000219626"	176	117	183	137	140	156
"ENSG00000115129"	690	476	812	716	584	710
"ENSG00000176732"	62	24	45	26	13	20
"ENSG00000276087"	0	0	0	0	0	0
"ENSG00000232642"	2	3	2	2	2	4
"ENSG00000186453"	0	0	0	3	0	8
"ENSG00000223754"	0	0	0	1	11	0
"ENSG00000198399"	3455	2281	3443	2566	2513	2570
"ENSG00000242628"	2	0	2	0	0	0
"ENSG00000251805"	0	0	0	0	0	0
"ENSG00000232963"	0	4	2	0	1	1
"ENSG00000233747"	4	3	4	4	4	7
"ENSG00000084676"	3075	1930	3482	2612	2302	2434
"ENSG00000202430"	0	0	2	0	0	0
"ENSG00000206732"	0	0	0	0	0	1
"ENSG00000184924"	240	162	232	271	237	233
"ENSG00000138092"	1321	1219	1650	1509	1523	1572
"ENSG00000138031"	1990	1297	2262	1858	1599	1746
"ENSG00000271936"	126	97	158	154	111	135
"ENSG00000115137"	629	357	618	623	566	552
"ENSG00000237953"	2	0	0	1	0	0
"ENSG00000202479"	0	2	0	4	0	0
"ENSG00000224165"	55	47	65	41	80	61
"ENSG00000207069"	0	0	0	0	0	0
"ENSG00000084710"	1877	1235	1934	1935	1843	1892
"ENSG00000276653"	0	0	4	0	0	0
"ENSG00000229593"	184	126	234	167	188	184
"ENSG00000115138"	0	0	0	1	0	0
"ENSG00000230452"	0	0	0	0	0	0
"ENSG00000119772"	2735	1859	2845	2526	2373	2614
"ENSG00000221445"	0	2	2	0	1	2
"ENSG00000235072"	8	4	7	2	5	4
"ENSG00000138101"	607	489	698	614	551	601
"ENSG00000224220"	6	1	2	0	4	4
"ENSG00000201160"	0	0	0	0	0	0
"ENSG00000222070"	0	0	0	0	0	0
"ENSG00000143970"	6192	4102	6256	5570	5354	5486
"ENSG00000187536"	2	4	2	0	7	2
"ENSG00000217643"	93	66	81	99	69	82
"ENSG00000218682"	43	38	57	59	51	44
"ENSG00000217718"	0	0	0	0	0	0
"ENSG00000084731"	3109	2202	3340	3770	3423	3587
"ENSG00000237629"	19	8	19	16	10	24
"ENSG00000268412"	2555	1678	2880	2304	2124	2223
"ENSG00000084733"	7280	5098	8024	7311	7211	7093
"ENSG00000199872"	1	1	0	0	4	0
"ENSG00000235440"	4	8	4	2	2	0
"ENSG00000231655"	21	11	23	30	16	24
"ENSG00000214465"	29	19	33	56	41	42
"ENSG00000227133"	0	0	0	0	0	0
"ENSG00000237951"	224	193	331	240	240	175
"ENSG00000157833"	1118	725	1201	826	677	635
"ENSG00000084754"	4657	3219	5242	4438	3935	4178
"ENSG00000138029"	1896	1074	2110	1742	1597	1614
"ENSG00000173567"	21	15	18	13	17	18
"ENSG00000138018"	4390	2881	4555	3964	3478	3589
"ENSG00000157856"	0	0	0	0	0	0
"ENSG00000115155"	0	2	2	4	4	0
"ENSG00000173557"	0	0	0	0	0	0
"ENSG00000157884"	0	0	0	0	0	0
"ENSG00000225378"	0	0	0	0	0	0
"ENSG00000225024"	0	0	0	0	0	0
"ENSG00000171303"	22	18	11	39	20	35
"ENSG00000213699"	3204	1902	3503	2524	1908	2134
"ENSG00000115163"	1401	1024	1445	1692	1690	1637
"ENSG00000145835"	132	88	146	132	174	119
"ENSG00000157851"	77	92	139	134	158	184
"ENSG00000230286"	0	2	0	0	2	0
"ENSG00000084764"	882	597	1033	858	706	724
"ENSG00000205500"	8	4	16	5	7	8
"ENSG00000119777"	2445	1720	2762	2456	2200	2479
"ENSG00000084693"	2293	1516	2505	2403	2360	2550
"ENSG00000231636"	3	0	3	6	4	2
"ENSG00000272056"	19	7	17	16	10	5
"ENSG00000229122"	27	14	27	19	26	16
"ENSG00000272148"	44	26	49	20	32	35
"ENSG00000228474"	1265	902	1371	1207	1154	1172
"ENSG00000138080"	55	15	48	64	24	32
"ENSG00000138030"	221	151	224	245	248	264
"ENSG00000138028"	223	140	273	202	204	236
"ENSG00000143994"	51	31	48	61	49	34
"ENSG00000138073"	1937	1242	2095	1755	1627	1735
"ENSG00000186143"	0	0	0	0	0	0
"ENSG00000163792"	0	0	2	2	0	2
