"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000228318"	0	0	0	0	0	0
"ENSG00000184012"	0	0	0	0	0	0
"ENSG00000207503"	0	0	0	0	0	0
"ENSG00000232806"	0	0	0	0	0	0
"ENSG00000223400"	0	0	0	0	0	0
"ENSG00000227702"	0	0	0	0	0	0
"ENSG00000236384"	11	2	3	4	10	10
"ENSG00000232401"	0	2	0	0	0	0
"ENSG00000183421"	42	35	48	63	61	78
"ENSG00000236883"	0	0	0	0	0	0
"ENSG00000275166"	0	0	0	0	0	0
"ENSG00000141956"	928	821	863	790	989	989
"ENSG00000236545"	1	0	0	12	4	5
"ENSG00000227698"	13	11	12	16	10	8
"ENSG00000251778"	0	0	0	0	0	0
"ENSG00000157617"	953	953	980	837	1104	975
"ENSG00000275439"	0	0	0	0	0	0
"ENSG00000173276"	1562	1381	1418	1205	1537	1325
"ENSG00000237232"	9	1	4	8	9	6
"ENSG00000177398"	0	0	2	2	0	0
"ENSG00000184385"	0	0	0	0	0	0
"ENSG00000160179"	0	0	0	0	0	0
"ENSG00000223262"	0	0	0	0	0	0
"ENSG00000216197"	0	0	0	0	0	0
"ENSG00000160180"	0	0	0	0	0	0
"ENSG00000160181"	0	0	0	0	0	0
"ENSG00000160182"	0	0	0	0	0	0
"ENSG00000160183"	0	0	0	0	2	0
"ENSG00000160185"	0	0	0	0	0	0
"ENSG00000252619"	0	0	0	0	0	0
"ENSG00000160188"	0	0	0	0	0	0
"ENSG00000160190"	0	0	0	0	0	0
"ENSG00000239930"	0	0	0	0	0	0
"ENSG00000231867"	0	0	0	0	0	0
"ENSG00000235772"	0	0	0	0	0	0
"ENSG00000225431"	0	2	0	0	0	0
"ENSG00000235023"	0	0	0	0	0	0
"ENSG00000160191"	0	0	0	0	0	0
"ENSG00000225731"	0	0	0	0	0	0
"ENSG00000233754"	0	0	0	0	0	0
"ENSG00000225218"	24	7	22	11	10	17
"ENSG00000160193"	512	491	504	616	678	744
"ENSG00000160194"	1284	1155	1223	875	1180	1134
"ENSG00000233056"	14	23	17	13	14	13
"ENSG00000264580"	0	0	0	0	0	0
"ENSG00000224100"	0	0	0	0	2	0
"ENSG00000160199"	873	849	894	661	816	868
"ENSG00000160200"	963	632	790	594	817	581
"ENSG00000160201"	994	860	951	803	984	942
"ENSG00000232777"	199	207	234	245	294	254
"ENSG00000264009"	0	0	0	2	0	0
"ENSG00000236663"	0	0	0	2	0	2
"ENSG00000228120"	3	0	5	2	5	0
"ENSG00000160202"	0	0	0	0	0	0
"ENSG00000237864"	0	0	0	0	0	0
"ENSG00000237989"	0	0	0	0	0	0
"ENSG00000225637"	0	0	0	0	0	0
"ENSG00000142178"	0	0	0	0	0	0
"ENSG00000188660"	0	0	0	0	0	0
"ENSG00000185186"	0	0	0	0	0	0
"ENSG00000223975"	0	0	0	0	0	0
"ENSG00000160207"	10	23	29	10	29	19
"ENSG00000214326"	0	0	0	0	0	0
"ENSG00000234289"	101	98	92	79	101	92
"ENSG00000278433"	0	0	0	0	0	0
"ENSG00000160208"	3114	2809	3060	2851	3495	3389
"ENSG00000160209"	2345	2185	2181	1788	2229	2233
"ENSG00000160213"	2385	2228	2379	1867	2210	1964
"ENSG00000234030"	0	0	0	0	2	0
"ENSG00000160214"	937	794	996	839	1067	1129
"ENSG00000215458"	11	6	12	4	11	2
"ENSG00000226543"	1387	1345	1440	1036	1285	1209
"ENSG00000160216"	3029	2718	2889	2132	2611	2369
"ENSG00000199598"	0	2	0	0	0	0
"ENSG00000252606"	0	2	0	0	0	0
"ENSG00000160218"	2521	2359	2545	1833	2276	2051
"ENSG00000213440"	3781	3996	3791	3430	4351	3996
"ENSG00000241945"	716	685	737	730	937	905
"ENSG00000160221"	1287	1180	1304	978	1296	1121
"ENSG00000225331"	7	11	12	15	10	11
"ENSG00000237604"	2	0	0	4	3	2
"ENSG00000232124"	0	0	0	0	0	0
"ENSG00000232698"	0	0	0	0	0	0
"ENSG00000160223"	197	231	256	174	219	227
"ENSG00000278158"	0	2	4	0	0	0
"ENSG00000275799"	0	2	8	9	0	5
"ENSG00000142182"	0	0	2	0	1	0
"ENSG00000232010"	0	0	0	0	0	0
"ENSG00000160224"	0	2	2	0	0	0
"ENSG00000141959"	3307	3915	3708	3321	4005	3729
"ENSG00000160226"	224	241	215	176	151	159
"ENSG00000241728"	0	0	0	0	0	0
"ENSG00000184441"	53	39	74	27	65	51
"ENSG00000232969"	0	0	0	0	2	0
"ENSG00000260256"	0	0	0	0	0	0
"ENSG00000142185"	0	2	0	4	2	1
"ENSG00000230061"	0	0	0	0	0	0
"ENSG00000266692"	0	0	0	0	0	0
"ENSG00000264452"	0	0	0	0	0	0
"ENSG00000229356"	2	2	0	0	0	0
"ENSG00000160233"	90	76	95	63	80	77
"ENSG00000224747"	0	0	0	0	0	0
"ENSG00000223431"	2	0	0	0	0	0
"ENSG00000227999"	0	0	0	0	0	0
"ENSG00000274225"	0	0	0	0	2	0
"ENSG00000228709"	183	232	225	384	471	430
"ENSG00000277352"	12	16	14	18	25	20
"ENSG00000175894"	123	107	106	51	54	51
"ENSG00000235890"	162	111	158	67	74	80
"ENSG00000182912"	283	196	230	181	162	193
"ENSG00000215455"	0	0	0	0	0	0
"ENSG00000205445"	0	0	0	0	0	2
"ENSG00000212935"	0	0	0	0	0	0
"ENSG00000215454"	0	0	2	0	0	0
"ENSG00000241123"	0	0	0	0	0	0
"ENSG00000188155"	0	0	0	0	0	0
"ENSG00000272804"	0	0	0	0	0	0
"ENSG00000187766"	0	0	0	0	0	0
"ENSG00000221837"	0	0	0	0	0	0
"ENSG00000221859"	0	0	0	0	0	0
"ENSG00000243489"	0	0	0	0	0	0
"ENSG00000205439"	0	0	0	0	0	0
"ENSG00000212933"	0	0	0	0	0	0
"ENSG00000221864"	0	0	0	0	0	0
"ENSG00000229880"	4158	3890	4099	3401	4293	3968
"ENSG00000187175"	0	0	0	0	0	0
"ENSG00000276647"	0	0	0	0	0	0
"ENSG00000189169"	0	0	0	0	0	0
"ENSG00000236382"	0	0	0	0	0	0
"ENSG00000184787"	7681	6799	7524	5761	7145	6964
"ENSG00000236519"	28	25	36	22	41	38
"ENSG00000184900"	3487	3144	3205	3250	4228	3747
"ENSG00000183255"	11487	10731	11117	9293	11347	10852
"ENSG00000160255"	102	87	71	36	58	70
"ENSG00000227039"	32	57	48	18	37	37
"ENSG00000273027"	3	10	9	4	6	4
"ENSG00000183250"	157	99	130	83	79	85
"ENSG00000272825"	16	17	13	4	6	4
"ENSG00000160256"	397	317	354	388	456	387
"ENSG00000276529"	83	95	91	52	119	62
"ENSG00000234880"	0	2	2	2	2	6
"ENSG00000261706"	0	0	0	0	2	0
"ENSG00000275874"	0	0	0	0	0	0
"ENSG00000235374"	119	91	67	69	68	81
"ENSG00000197381"	1327	1186	1269	966	1171	1160
"ENSG00000267857"	9	16	15	4	8	7
"ENSG00000182586"	0	2	0	0	0	0
"ENSG00000186866"	2608	2525	2502	2095	2691	2678
"ENSG00000215447"	1223	971	1191	749	847	892
"ENSG00000223768"	799	795	817	459	593	631
"ENSG00000184274"	16	5	5	9	4	14
"ENSG00000229382"	0	0	1	0	2	2
"ENSG00000237664"	0	2	2	0	2	0
"ENSG00000228930"	0	0	0	0	0	0
"ENSG00000228355"	0	0	0	0	0	0
"ENSG00000273796"	49	22	34	29	44	46
"ENSG00000182871"	6139	5645	5860	4911	6273	5898
"ENSG00000224574"	2	9	7	14	10	4
"ENSG00000183535"	24	26	14	25	19	26
"ENSG00000275167"	0	0	2	0	0	0
"ENSG00000173638"	1391	1206	1227	1405	1685	1711
"ENSG00000233922"	96	112	65	83	76	84
"ENSG00000183570"	85	55	64	36	75	51
"ENSG00000275139"	4	2	15	6	4	5
"ENSG00000205424"	4	6	4	0	3	4
"ENSG00000276633"	16	16	14	12	10	10
"ENSG00000274248"	0	0	0	0	0	0
"ENSG00000142156"	3459	3218	3353	2755	3190	3120
"ENSG00000224413"	0	0	0	0	0	0
"ENSG00000228235"	0	0	0	0	0	0
"ENSG00000226115"	0	0	2	0	0	0
"ENSG00000233767"	0	0	0	0	0	0
"ENSG00000227438"	5	0	2	1	7	8
"ENSG00000142173"	8246	7543	7612	5620	6691	6968
"ENSG00000160282"	917	852	896	863	1034	1038
"ENSG00000237338"	45	37	37	28	31	27
"ENSG00000160284"	574	527	614	578	753	598
"ENSG00000228404"	2	4	6	8	3	4
"ENSG00000160285"	8181	8401	8637	8452	10199	10058
"ENSG00000223901"	17	7	14	5	23	17
"ENSG00000215424"	962	841	848	769	1038	1076
"ENSG00000160294"	4853	4349	4579	3571	4225	4231
"ENSG00000228137"	76	105	73	108	115	102
"ENSG00000239415"	314	272	291	343	386	419
"ENSG00000182362"	673	641	716	436	611	611
"ENSG00000160298"	1263	1271	1371	1009	1258	1293
"ENSG00000160299"	5544	5009	5251	4985	5912	5735
"ENSG00000225043"	0	8	4	0	5	1
"ENSG00000160305"	4377	3816	4101	3652	4153	4409
"ENSG00000223692"	20	15	9	14	12	20
"ENSG00000202239"	0	0	0	2	0	0
"ENSG00000160307"	3	2	2	0	4	0
"ENSG00000160310"	4248	3975	4151	3069	3784	3488
"ENSG00000230982"	178	195	191	125	178	145
"ENSG00000212932"	47	23	27	19	29	32
"ENSG00000262510"	0	0	0	0	0	0
"ENSG00000262752"	0	0	0	0	0	0
"ENSG00000261847"	0	0	0	0	0	0
"ENSG00000262704"	0	0	0	0	0	0
"ENSG00000262476"	0	0	0	0	0	0
"ENSG00000263141"	0	0	0	0	0	0
"ENSG00000263140"	0	0	0	0	0	0
"ENSG00000280072"	0	0	0	0	0	0
"ENSG00000262938"	0	0	0	0	0	0
"ENSG00000262795"	0	0	0	0	0	0
"ENSG00000263160"	0	0	0	0	0	0
"ENSG00000262148"	0	0	0	0	0	0
"ENSG00000263314"	0	0	0	0	0	0
"ENSG00000262911"	0	0	0	0	0	0
"ENSG00000262473"	0	0	0	0	0	0
"ENSG00000274679"	0	0	0	0	0	0
"ENSG00000277248"	2	0	0	0	0	0
"ENSG00000274237"	0	0	0	0	0	0
"ENSG00000280363"	0	0	0	0	0	0
"ENSG00000279973"	0	0	0	0	2	0
"ENSG00000226444"	15	14	10	14	20	15
"ENSG00000276871"	0	0	0	0	0	0
"ENSG00000277683"	0	0	0	0	0	0
"ENSG00000277821"	0	0	0	0	0	0
"ENSG00000273663"	0	0	0	0	0	0
"ENSG00000278534"	0	0	0	0	0	0
"ENSG00000278398"	0	0	0	0	0	0
"ENSG00000274416"	0	0	0	0	2	0
"ENSG00000278297"	0	0	0	0	0	0
"ENSG00000277861"	0	0	0	0	0	0
"ENSG00000274773"	0	0	0	0	0	0
"ENSG00000277372"	0	0	0	0	0	0
"ENSG00000275065"	0	0	0	0	0	0
"ENSG00000276138"	0	0	0	0	0	0
"ENSG00000280341"	0	2	2	0	2	0
"ENSG00000236235"	0	0	0	0	0	0
"ENSG00000279442"	6	0	0	0	0	4
"ENSG00000184624"	1	0	0	0	0	0
"ENSG00000236097"	0	0	0	0	0	0
"ENSG00000236831"	0	0	0	0	0	0
"ENSG00000130538"	0	0	0	0	0	0
"ENSG00000237299"	0	0	4	0	1	2
"ENSG00000235759"	4	4	0	6	6	2
"ENSG00000233408"	0	0	2	0	0	0
"ENSG00000215268"	547	489	511	394	571	513
"ENSG00000213727"	0	3	3	3	2	4
"ENSG00000230643"	0	0	0	0	0	0
"ENSG00000230471"	0	0	0	0	1	0
"ENSG00000231565"	85	57	61	55	84	83
"ENSG00000226474"	2	0	0	2	0	0
"ENSG00000224435"	0	2	1	0	0	4
"ENSG00000234381"	0	0	0	0	0	2
"ENSG00000198062"	0	0	2	2	0	0
"ENSG00000236666"	0	0	0	0	0	0
"ENSG00000212216"	0	0	0	0	0	0
"ENSG00000241838"	793	710	731	746	961	883
"ENSG00000225255"	0	0	0	0	2	5
"ENSG00000235992"	0	0	2	0	0	0
"ENSG00000206195"	1368	1118	1071	800	952	829
"ENSG00000271127"	77	88	54	44	44	35
"ENSG00000232775"	395	362	345	228	303	253
"ENSG00000272872"	219	213	223	156	211	212
"ENSG00000271672"	0	0	0	0	0	0
"ENSG00000223875"	69	56	62	80	57	86
"ENSG00000215270"	2526	2373	2416	2557	3386	3002
"ENSG00000229286"	0	0	0	0	0	0
"ENSG00000233866"	0	0	0	0	0	0
"ENSG00000278188"	0	0	0	0	0	0
"ENSG00000278335"	0	0	0	0	0	0
"ENSG00000225293"	0	0	0	0	0	0
"ENSG00000226160"	53	36	46	26	32	37
"ENSG00000229658"	0	0	0	0	0	0
"ENSG00000227367"	0	0	0	0	0	0
"ENSG00000280263"	23	17	11	10	20	20
"ENSG00000235969"	0	0	0	0	2	0
"ENSG00000273362"	0	0	3	0	0	0
"ENSG00000233995"	8	4	6	9	7	4
"ENSG00000239435"	12	24	13	13	28	17
"ENSG00000198445"	2	0	0	0	2	0
"ENSG00000240122"	6	13	17	7	6	8
"ENSG00000221084"	0	0	0	0	0	0
"ENSG00000100181"	2298	2073	2252	1652	2025	2001
"ENSG00000267338"	4	12	4	7	6	6
"ENSG00000249288"	17	17	19	24	20	16
"ENSG00000249263"	5	6	0	9	0	4
"ENSG00000189295"	22	14	18	18	29	19
"ENSG00000259271"	4	10	8	12	3	1
"ENSG00000273244"	0	0	0	0	0	0
"ENSG00000241717"	9	8	5	8	1	0
"ENSG00000235343"	0	0	0	0	0	0
"ENSG00000172967"	0	0	2	0	0	0
"ENSG00000229027"	0	0	0	0	0	0
"ENSG00000234121"	0	0	0	0	0	0
"ENSG00000237835"	0	0	0	0	0	1
"ENSG00000220248"	29	35	35	17	27	11
"ENSG00000237689"	0	0	0	0	0	0
"ENSG00000228122"	0	0	0	0	0	0
"ENSG00000237358"	0	0	0	0	0	0
"ENSG00000225480"	0	0	0	0	0	0
"ENSG00000230481"	0	0	0	0	0	0
"ENSG00000253691"	0	0	0	0	0	0
"ENSG00000253460"	0	0	0	0	0	0
"ENSG00000254264"	0	0	0	0	0	0
"ENSG00000253481"	0	0	0	0	0	0
"ENSG00000280156"	10	6	2	2	6	14
"ENSG00000215568"	0	0	0	0	0	0
"ENSG00000270226"	0	0	0	0	0	0
"ENSG00000276400"	0	0	0	0	0	0
"ENSG00000237438"	442	328	374	302	372	327
"ENSG00000273203"	131	171	114	101	136	120
"ENSG00000273442"	25	18	23	26	17	11
"ENSG00000177663"	1506	1376	1394	1048	1317	1211
"ENSG00000235328"	9	13	16	9	11	17
"ENSG00000183307"	29	17	28	14	18	16
"ENSG00000235478"	2	0	0	2	0	0
"ENSG00000069998"	1384	1519	1427	1727	1973	1878
"ENSG00000185837"	2	10	1	0	7	15
"ENSG00000093072"	19	5	8	0	5	1
"ENSG00000236325"	0	0	0	0	0	2
"ENSG00000203416"	172	171	188	130	230	145
"ENSG00000241832"	0	0	0	0	0	0
"ENSG00000231004"	0	0	0	0	0	0
"ENSG00000239547"	0	0	0	0	0	0
"ENSG00000099954"	203	219	230	150	176	210
"ENSG00000229492"	0	1	0	0	0	0
"ENSG00000232305"	0	0	0	0	0	0
"ENSG00000228045"	0	0	0	0	0	0
"ENSG00000182902"	21	23	26	26	25	13
"ENSG00000236754"	0	0	2	0	7	0
"ENSG00000131100"	1638	1539	1743	1280	1498	1540
"ENSG00000099968"	5235	4506	4633	3571	4698	4332
"ENSG00000015475"	544	561	537	663	797	679
"ENSG00000264757"	0	1	0	0	0	0
"ENSG00000269220"	0	2	0	0	0	0
"ENSG00000243156"	4026	3830	3984	3515	4140	4009
"ENSG00000093100"	81	56	62	46	55	64
"ENSG00000207780"	0	0	0	2	0	0
"ENSG00000235445"	0	8	0	2	0	0
"ENSG00000234913"	4	10	6	5	8	10
"ENSG00000237446"	0	2	2	0	0	0
"ENSG00000235295"	4	0	0	0	0	2
"ENSG00000225335"	44	38	26	17	21	22
"ENSG00000215193"	3010	2648	2683	2460	3160	2809
"ENSG00000236890"	2	10	3	3	2	2
"ENSG00000235617"	0	0	0	0	0	0
"ENSG00000225225"	0	0	0	0	0	0
"ENSG00000183785"	14	16	8	7	7	6
"ENSG00000280007"	54	82	52	70	74	71
"ENSG00000184979"	178	204	197	162	221	219
"ENSG00000187979"	1	0	0	0	1	0
"ENSG00000276160"	0	0	0	1	0	0
"ENSG00000274044"	1	0	0	1	0	0
"ENSG00000276874"	0	0	0	0	0	0
"ENSG00000275060"	0	0	0	0	0	0
"ENSG00000277017"	0	0	0	0	0	0
"ENSG00000277870"	0	0	0	0	0	1
"ENSG00000278044"	0	2	2	1	2	0
"ENSG00000274252"	0	0	0	0	0	0
"ENSG00000275319"	0	0	2	0	0	0
"ENSG00000277690"	0	0	0	0	0	0
"ENSG00000278558"	24	14	12	20	18	17
"ENSG00000274602"	551	492	527	526	571	534
"ENSG00000274625"	0	0	0	0	0	0
"ENSG00000222630"	0	0	0	0	0	0
"ENSG00000275793"	15	6	12	8	9	0
"ENSG00000275362"	0	0	0	0	0	0
"ENSG00000278110"	0	0	0	0	0	0
"ENSG00000273907"	0	0	0	0	0	0
"ENSG00000273643"	0	0	0	0	0	0
"ENSG00000278008"	0	0	0	0	0	2
"ENSG00000182824"	0	0	0	0	0	0
"ENSG00000197421"	0	0	0	0	0	2
"ENSG00000239989"	0	0	0	0	0	0
"ENSG00000234764"	157	126	170	134	181	150
"ENSG00000161103"	5	0	11	12	8	7
"ENSG00000215544"	0	0	0	0	0	2
"ENSG00000276095"	0	0	0	0	0	0
"ENSG00000279987"	0	0	0	0	0	0
"ENSG00000183628"	61	60	48	37	74	68
"ENSG00000100033"	0	0	0	0	2	0
"ENSG00000279560"	28	23	30	17	28	35
"ENSG00000280418"	0	0	0	0	0	0
"ENSG00000237517"	6	8	4	14	10	12
"ENSG00000271275"	0	0	0	0	0	0
"ENSG00000273032"	0	2	0	0	0	0
"ENSG00000270393"	0	0	0	0	0	0
"ENSG00000273164"	4	0	0	0	0	0
"ENSG00000241527"	4	4	0	0	2	1
"ENSG00000070413"	2992	2509	2757	1651	2006	2070
"ENSG00000206739"	12	8	1	0	0	6
"ENSG00000273311"	51	41	53	42	39	40
"ENSG00000237347"	0	0	0	0	0	1
"ENSG00000223461"	12	14	8	10	12	24
"ENSG00000272682"	0	2	0	0	0	0
"ENSG00000231086"	1	0	4	0	0	0
"ENSG00000100056"	889	711	728	591	792	700
"ENSG00000206203"	0	0	0	0	0	0
"ENSG00000063515"	0	0	0	0	0	0
"ENSG00000260924"	112	61	106	115	109	138
"ENSG00000100075"	3535	3444	3520	2915	3541	3515
"ENSG00000070371"	1628	1313	1415	977	1183	1160
"ENSG00000230194"	0	0	0	0	2	0
"ENSG00000251940"	0	0	0	2	0	0
"ENSG00000233471"	0	2	6	0	0	0
"ENSG00000100084"	884	717	732	623	796	800
"ENSG00000242259"	1358	1253	1298	1176	1469	1233
"ENSG00000244296"	0	6	0	0	0	2
"ENSG00000185608"	1479	1333	1407	1134	1499	1372
"ENSG00000185065"	37	48	45	30	34	38
"ENSG00000070010"	1306	1041	1063	983	994	969
"ENSG00000273300"	0	0	0	0	0	0
"ENSG00000273212"	6	2	3	6	4	3
"ENSG00000093009"	641	532	627	739	758	712
"ENSG00000184113"	14	16	26	8	16	14
"ENSG00000230485"	0	0	0	0	0	0
"ENSG00000225007"	0	0	0	0	0	0
"ENSG00000184702"	157	164	161	107	173	184
"ENSG00000203618"	0	0	0	0	0	0
"ENSG00000184058"	16	27	16	18	20	10
"ENSG00000185838"	222	221	251	185	237	216
"ENSG00000235776"	3876	3538	3680	3436	3911	3272
"ENSG00000215012"	1111	961	1070	833	1072	1004
"ENSG00000184470"	635	649	593	626	720	741
"ENSG00000232926"	46	26	38	38	33	26
"ENSG00000093010"	1926	1524	1690	1396	1650	1542
"ENSG00000265087"	0	0	0	0	0	0
"ENSG00000099889"	748	766	789	660	810	838
"ENSG00000183597"	307	254	247	211	249	249
"ENSG00000208023"	0	0	0	0	0	0
"ENSG00000236540"	60	53	60	59	88	61
"ENSG00000268292"	0	0	0	0	0	0
"ENSG00000277950"	0	0	0	0	2	0
"ENSG00000128191"	1750	1554	1701	1472	1695	1744
"ENSG00000266567"	0	0	0	0	0	0
"ENSG00000221366"	0	0	0	0	0	0
"ENSG00000243762"	0	0	0	0	0	0
"ENSG00000099899"	983	753	855	661	947	878
"ENSG00000278278"	0	0	0	0	0	0
"ENSG00000099901"	1483	1438	1476	1937	2489	2104
"ENSG00000264346"	0	0	0	0	0	0
"ENSG00000099904"	2366	2063	2355	1672	2145	2094
"ENSG00000234409"	8	8	8	2	9	4
"ENSG00000249923"	0	0	0	2	0	0
"ENSG00000236499"	2	6	2	0	0	0
"ENSG00000040608"	28	26	22	14	15	33
"ENSG00000221039"	0	4	0	0	0	0
"ENSG00000161132"	13	4	9	0	6	2
"ENSG00000128185"	821	707	614	503	562	429
"ENSG00000273343"	17	38	24	26	31	30
"ENSG00000273139"	5	4	6	0	9	8
"ENSG00000188280"	0	0	0	1	0	0
"ENSG00000235578"	0	0	0	2	0	0
"ENSG00000161133"	22	27	26	30	28	17
"ENSG00000185252"	725	613	624	481	617	663
"ENSG00000207343"	0	0	0	0	0	0
"ENSG00000244486"	475	353	437	329	433	421
"ENSG00000277971"	0	0	0	0	0	0
"ENSG00000099910"	706	663	655	555	660	645
"ENSG00000215493"	1002	825	819	787	835	877
"ENSG00000255156"	2	4	4	4	7	2
"ENSG00000201916"	0	2	3	0	2	8
"ENSG00000242876"	0	3	2	3	7	1
"ENSG00000236670"	4	8	16	13	6	19
"ENSG00000265300"	0	0	0	0	0	0
"ENSG00000099917"	3139	3052	2998	2589	2972	3075
"ENSG00000236003"	0	4	0	2	0	2
"ENSG00000250261"	2	0	2	0	0	0
"ENSG00000223553"	0	0	0	2	0	2
"ENSG00000276427"	0	0	0	0	0	0
"ENSG00000238125"	0	0	0	0	2	0
"ENSG00000264718"	0	0	0	0	0	0
"ENSG00000229107"	42	36	43	42	36	28
"ENSG00000217261"	0	4	4	7	6	1
"ENSG00000235062"	0	0	0	2	2	0
"ENSG00000226287"	37	23	34	38	35	30
"ENSG00000241973"	2277	1964	2103	1632	2047	1859
"ENSG00000234252"	16	20	18	10	14	11
"ENSG00000099937"	8	7	9	2	8	4
"ENSG00000099940"	1330	1253	1285	1040	1170	1120
"ENSG00000272600"	0	0	0	0	0	0
"ENSG00000099942"	6598	6327	6168	5989	7710	7191
"ENSG00000237476"	92	102	85	95	103	108
"ENSG00000183773"	76	91	72	101	82	90
"ENSG00000099949"	2211	1734	2020	1564	1922	1898
"ENSG00000272829"	2	12	4	7	11	6
"ENSG00000184436"	570	529	590	410	501	539
"ENSG00000230513"	98	144	175	91	134	115
"ENSG00000161149"	55	47	70	43	55	68
"ENSG00000099957"	19	18	26	11	4	8
"ENSG00000099960"	0	0	2	2	0	2
"ENSG00000226872"	0	0	0	0	0	0
"ENSG00000207575"	0	0	0	0	0	0
"ENSG00000206145"	0	0	0	0	2	0
"ENSG00000187905"	4	10	16	7	10	4
"ENSG00000249680"	0	0	0	0	0	0
"ENSG00000169668"	11	5	6	8	8	24
"ENSG00000197210"	2	2	0	0	0	0
"ENSG00000239511"	0	0	0	0	0	0
"ENSG00000224688"	153	119	148	122	146	138
"ENSG00000215498"	0	0	0	0	1	0
"ENSG00000234503"	0	0	0	0	0	0
"ENSG00000133475"	0	0	1	2	0	0
"ENSG00000226885"	58	41	24	29	27	32
"ENSG00000229266"	2	0	0	0	0	0
"ENSG00000169662"	0	0	0	0	0	0
"ENSG00000206142"	1	0	0	0	0	0
"ENSG00000237407"	0	0	0	0	0	0
"ENSG00000232771"	0	0	0	0	0	0
"ENSG00000279920"	0	0	0	0	0	0
"ENSG00000226534"	0	2	0	0	0	0
"ENSG00000273846"	0	0	0	0	0	0
"ENSG00000274600"	18	16	2	4	4	6
"ENSG00000200057"	0	0	0	0	0	0
"ENSG00000252020"	0	0	0	0	0	0
"ENSG00000275840"	0	0	0	0	0	0
"ENSG00000169635"	666	613	602	616	682	640
"ENSG00000276800"	0	0	0	0	0	0
"ENSG00000206140"	27	22	30	17	11	31
"ENSG00000183506"	898	814	855	658	818	772
"ENSG00000252143"	0	0	0	0	0	0
"ENSG00000222352"	0	0	0	0	0	0
"ENSG00000183246"	2	7	18	3	2	0
"ENSG00000185651"	2687	2396	2487	2229	2668	2393
"ENSG00000275293"	0	0	0	0	0	0
"ENSG00000161179"	541	546	614	664	746	824
"ENSG00000161180"	14	0	14	6	6	6
"ENSG00000273342"	8	4	3	0	0	2
"ENSG00000128228"	720	589	601	628	770	754
"ENSG00000100023"	1535	1416	1629	1340	1647	1468
"ENSG00000212102"	0	0	0	0	0	0
"ENSG00000207751"	0	0	0	0	0	0
"ENSG00000272954"	12	16	12	28	13	14
"ENSG00000100027"	135	145	105	126	141	109
"ENSG00000244671"	0	5	0	0	0	0
"ENSG00000100030"	7575	6998	7130	5519	6817	6543
"ENSG00000200985"	1	0	0	0	2	0
"ENSG00000225544"	141	138	167	88	120	117
"ENSG00000100034"	4005	3436	3580	3004	3518	3523
"ENSG00000224086"	274	207	211	191	209	180
"ENSG00000100038"	44	30	41	24	22	23
"ENSG00000197549"	0	0	0	0	0	0
"ENSG00000253239"	0	0	0	0	0	0
"ENSG00000211637"	0	0	0	0	0	0
"ENSG00000254355"	0	0	0	0	0	0
"ENSG00000278657"	0	0	0	0	0	0
"ENSG00000249333"	0	0	0	0	0	0
"ENSG00000253794"	0	0	0	0	0	0
"ENSG00000228161"	0	0	0	0	0	0
"ENSG00000253874"	0	0	0	0	0	0
"ENSG00000254075"	0	0	0	0	0	0
"ENSG00000254161"	0	0	0	0	0	0
"ENSG00000253242"	0	0	0	0	0	0
"ENSG00000253752"	0	0	0	0	0	0
"ENSG00000253823"	0	0	0	0	0	0
"ENSG00000275361"	0	0	0	0	0	0
"ENSG00000211638"	0	0	0	0	0	0
"ENSG00000225741"	0	0	0	0	0	0
"ENSG00000263366"	28	20	25	24	31	17
"ENSG00000236118"	0	0	0	0	0	0
"ENSG00000233720"	0	0	0	0	0	0
"ENSG00000211639"	0	0	0	0	0	0
"ENSG00000227710"	0	0	0	0	0	0
"ENSG00000224465"	0	0	0	0	0	0
"ENSG00000254308"	0	0	0	0	0	0
"ENSG00000253637"	0	0	0	0	0	0
"ENSG00000236323"	3	7	4	4	8	3
"ENSG00000211640"	0	0	0	0	0	0
"ENSG00000253126"	0	0	0	0	0	0
"ENSG00000211641"	0	0	0	0	0	0
"ENSG00000211642"	0	0	0	0	0	0
"ENSG00000253935"	0	0	0	0	0	0
"ENSG00000228050"	85	110	103	81	69	84
"ENSG00000234726"	0	0	0	0	0	0
"ENSG00000169575"	0	0	0	0	0	0
"ENSG00000279278"	230	207	214	166	161	153
"ENSG00000274422"	250	237	230	156	214	150
"ENSG00000234630"	65	66	70	45	58	37
"ENSG00000272779"	76	42	46	53	65	42
"ENSG00000236850"	10	17	11	15	11	10
"ENSG00000211643"	0	0	2	2	2	2
"ENSG00000211644"	6	3	2	1	0	1
"ENSG00000211645"	0	0	0	0	0	0
"ENSG00000225724"	14	1	2	0	2	4
"ENSG00000223350"	0	0	0	0	0	0
"ENSG00000232515"	0	0	0	0	0	0
"ENSG00000211647"	0	0	0	0	0	0
"ENSG00000211648"	0	0	0	0	0	0
"ENSG00000237428"	34	42	44	31	44	37
"ENSG00000211649"	0	0	0	0	0	0
"ENSG00000232603"	0	0	0	0	0	0
"ENSG00000211650"	0	0	0	0	0	0
"ENSG00000211651"	0	0	0	0	0	0
"ENSG00000211652"	0	0	0	0	0	0
"ENSG00000254175"	0	0	0	0	0	0
"ENSG00000254073"	0	0	0	0	0	0
"ENSG00000253818"	0	2	0	0	0	0
